"Tipo";"Ação Orçamentária";"Linguagem Cidadã";"Tipo de Favorecido";"UF";"Município";"Valor Transferido";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"BENJAMIN CONSTANT";"R$ 429.104,80";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"MAUÉS";"R$ 431.697,60";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"SÃO PAULO DE OLIVENÇA";"R$ 433.036,79";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"TABATINGA";"R$ 435.169,09";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"BOCA DO ACRE";"R$ 436.852,19";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"SANTO ANTÔNIO DO IÇÁ";"R$ 442.443,48";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"MANICORÉ";"R$ 444.670,40";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"BOA VISTA DO RAMOS";"R$ 445.909,35";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"COARI";"R$ 446.982,33";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"MANACAPURU";"R$ 447.906,60";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"AM";"AUTAZES";"R$ 451.739,32";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"BARREIRINHA";"R$ 457.413,77";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"ALVARÃES";"R$ 457.888,58";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"RIO PRETO DA EVA";"R$ 462.544,48";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"URUCURITUBA";"R$ 464.579,46";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"UARINI";"R$ 466.588,19";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"ITAPIRANGA";"R$ 470.014,44";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"AMATURÁ";"R$ 470.592,29";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"MANACAPURU";"R$ 476.080,80";
"Legais, Voluntárias e Específicas";"214S - ESTRUTURACAO E DINAMIZACAO DE ATIVIDADES PRODUTIVAS - ROTAS DE INTEGRACAO NACIONAL";"Sem informação";"Administração Pública Municipal";"AM";"RIO PRETO DA EVA";"R$ 477.500,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"PARINTINS";"R$ 478.045,00";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"PARINTINS";"R$ 478.818,96";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"TONANTINS";"R$ 480.000,00";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"RIO PRETO DA EVA";"R$ 480.000,00";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"FONTE BOA";"R$ 480.000,00";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"Não se aplica";"R$ 480.000,00";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"NOVO ARIPUANÃ";"R$ 480.000,00";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"TABATINGA";"R$ 480.000,00";
"Legais, Voluntárias e Específicas";"7656 - IMPLANTACAO, AMPLIACAO OU MELHORIA DE ACOES E SERVICOS SUSTENTAVEIS DE SANEAMENTO BASICO EM PEQUENAS COMUNIDADES RURAIS (LOCALIDADES DE PEQUENO PORTE) OU EM COMUNIDADES TRADICIONAIS (REMANESCENTES DE QUILOMBOS)";"Saneamento Ruaral";"Administração Pública Municipal";"AM";"PARINTINS";"R$ 483.340,88";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"HUMAITÁ";"R$ 485.820,63";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"BARCELOS";"R$ 486.224,52";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"BERURI";"R$ 490.000,00";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"MANACAPURU";"R$ 490.905,00";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"NHAMUNDÁ";"R$ 495.193,21";
"Legais, Voluntárias e Específicas";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"Estruturação/DAE";"Fundo Público";"AM";"CANUTAMA";"R$ 499.885,00";
"Legais, Voluntárias e Específicas";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"Sem informação";"Fundo Público";"AM";"HUMAITÁ";"R$ 500.000,00";
"Legais, Voluntárias e Específicas";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"Sem informação";"Fundo Público";"AM";"EIRUNEPÉ";"R$ 500.000,00";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"MARAÃ";"R$ 505.707,67";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"BARREIRINHA";"R$ 505.712,42";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"IPIXUNA";"R$ 512.378,97";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"SÃO SEBASTIÃO DO UATUMÃ";"R$ 513.695,17";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"CAREIRO DA VÁRZEA";"R$ 519.125,38";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"HUMAITÁ";"R$ 520.809,33";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"PARINTINS";"R$ 523.101,09";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"TAPAUÁ";"R$ 527.189,30";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"CODAJÁS";"R$ 528.225,50";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"MANAQUIRI";"R$ 531.123,78";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"NHAMUNDÁ";"R$ 533.791,78";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"NOVO ARIPUANÃ";"R$ 534.556,78";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"TABATINGA";"R$ 536.127,31";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"TABATINGA";"R$ 536.478,44";
"Legais, Voluntárias e Específicas";"214I - GESTAO DA METROLOGIA LEGAL E DE AVALIACAO DA CONFORMIDADE";"Sem informação";"Administração Pública Estadual ou do Distrito Federal";"AM";"Não se aplica";"R$ 542.192,29";
"Legais, Voluntárias e Específicas";"4705 - PROMOCAO DA ASSISTENCIA FARMACEUTICA POR MEIO DA DISPONIBILIZACAO DE MEDICAMENTOS DO COMPONENTE ESPECIALIZADO";"Excepcionais";"Fundo Público";"AM";"Não se aplica";"R$ 547.942,44";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"ENVIRA";"R$ 553.253,92";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"URUCURITUBA";"R$ 554.037,83";
"Legais, Voluntárias e Específicas";"1D73 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA";"Sem informação";"Administração Pública Municipal";"AM";"MAUÉS";"R$ 557.338,00";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"CAREIRO";"R$ 562.206,82";
"Legais, Voluntárias e Específicas";"20AB - INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA SANITARIA";"Vigilância Sanitária";"Fundo Público";"AM";"MANAUS";"R$ 563.975,75";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"COARI";"R$ 567.578,57";
"Legais, Voluntárias e Específicas";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"Entidades Sem Fins Lucrativos";"AM";"ITACOATIARA";"R$ 589.660,00";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"SÃO GABRIEL DA CACHOEIRA";"R$ 589.902,72";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"IRANDUBA";"R$ 590.285,49";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"IPIXUNA";"R$ 590.501,14";
"Legais, Voluntárias e Específicas";"7652 - IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES PARA PREVENCAO E CONTROLE DE DOENCAS E AGRAVOS EM LOCALIDADES URBANAS DE MUNICIPIOS COM POPULACAO ATE 50.000 HABITANTES";"Sem informação";"Administração Pública Municipal";"AM";"CAREIRO";"R$ 594.003,24";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"Não se aplica";"R$ 600.000,00";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"NHAMUNDÁ";"R$ 601.933,71";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"TEFÉ";"R$ 606.195,09";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"TEFÉ";"R$ 607.571,20";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"JUTAÍ";"R$ 618.537,32";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"MANACAPURU";"R$ 619.817,42";
"Legais, Voluntárias e Específicas";"7656 - IMPLANTACAO, AMPLIACAO OU MELHORIA DE ACOES E SERVICOS SUSTENTAVEIS DE SANEAMENTO BASICO EM PEQUENAS COMUNIDADES RURAIS (LOCALIDADES DE PEQUENO PORTE) OU EM COMUNIDADES TRADICIONAIS (REMANESCENTES DE QUILOMBOS)";"Saneamento Ruaral";"Administração Pública Municipal";"AM";"CAREIRO";"R$ 625.142,95";
"Legais, Voluntárias e Específicas";"7K66 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"Sem informação";"Administração Pública Municipal";"AM";"TABATINGA";"R$ 634.642,39";
"Legais, Voluntárias e Específicas";"219F - ACOES DE PROTECAO SOCIAL ESPECIAL";"Sem informação";"Fundo Público";"AM";"MANAUS";"R$ 635.566,41";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"UARINI";"R$ 645.379,52";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"LÁBREA";"R$ 646.914,30";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"BARCELOS";"R$ 649.952,15";
"Legais, Voluntárias e Específicas";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE";"Estruturação/DAB";"Fundo Público";"AM";"BARCELOS";"R$ 656.631,00";
"Legais, Voluntárias e Específicas";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"Estruturação/DAE";"Fundo Público";"AM";"Não se aplica";"R$ 664.499,00";
"Legais, Voluntárias e Específicas";"20AL - APOIO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE";"Vigilância em Saúde";"Fundo Público";"AM";"ITACOATIARA";"R$ 675.046,74";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"MAUÉS";"R$ 681.397,67";
"Legais, Voluntárias e Específicas";"219E - ACOES DE PROTECAO SOCIAL BASICA";"Sem informação";"Fundo Público";"AM";"MANAUS";"R$ 694.171,25";
"Legais, Voluntárias e Específicas";"10V0 - APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA";"Sem informação";"Entidades Empresariais Privadas";"AM";"Não se aplica";"R$ 695.402,30";
"Legais, Voluntárias e Específicas";"2F01 - REFORCO DE RECURSOS PARA EMERGENCIA INTERNACIONAL EM SAUDE PUBLICA - CORONAVIRUS";"Sem informação";"Fundo Público";"AM";"FONTE BOA";"R$ 700.000,00";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"CAREIRO DA VÁRZEA";"R$ 702.438,81";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"AMATURÁ";"R$ 703.800,38";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"RIO PRETO DA EVA";"R$ 714.212,72";
"Legais, Voluntárias e Específicas";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"Merenda Escolar";"Administração Pública Municipal";"AM";"TABATINGA";"R$ 714.553,60";
"Legais, Voluntárias e Específicas";"21B4 - FOMENTO AO DESENVOLVIMENTO E MODERNIZACAO DOS SISTEMAS DE ENSINO DE EDUCACAO PROFISSIONAL E TECNOLOGICA";"Sem informação";"Administração Pública Estadual ou do Distrito Federal";"AM";"Não se aplica";"R$ 716.200,00";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"MANACAPURU";"R$ 717.316,30";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"APUÍ";"R$ 720.742,97";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"CAREIRO";"R$ 724.475,56";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"ITAPIRANGA";"R$ 738.469,32";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"CARAUARI";"R$ 744.678,12";
"Legais, Voluntárias e Específicas";"20ZV - FOMENTO AO SETOR AGROPECUARIO";"Sem informação";"Administração Pública Municipal";"AM";"CAREIRO";"R$ 764.000,00";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"URUCARÁ";"R$ 780.024,62";
"Legais, Voluntárias e Específicas";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE";"Estruturação/DAB";"Fundo Público";"AM";"MANAUS";"R$ 783.710,00";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"GUAJARÁ";"R$ 788.300,46";
"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Estadual ou do Distrito Federal";"AM";"Não se aplica";"R$ 804.539,80";
"Legais, Voluntárias e Específicas";"217M - DESENVOLVIMENTO INTEGRAL NA PRIMEIRA INFANCIA - CRIANCA FELIZ";"Sem informação";"Fundo Público";"AM";"Não se aplica";"R$ 805.405,00";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"JUTAÍ";"R$ 812.840,87";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"CODAJÁS";"R$ 817.102,78";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"RIO PRETO DA EVA";"R$ 817.460,00";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"MANAUS";"R$ 823.908,00";
"Legais, Voluntárias e Específicas";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE";"Estruturação/DAB";"Fundo Público";"AM";"CANUTAMA";"R$ 827.000,00";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"FONTE BOA";"R$ 829.734,94";
"Legais, Voluntárias e Específicas";"20AB - INCENTIVO FINANCEIRO AOS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA SANITARIA";"Vigilância Sanitária";"Fundo Público";"AM";"Não se aplica";"R$ 833.749,60";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"ITACOATIARA";"R$ 835.022,48";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"TONANTINS";"R$ 861.693,02";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Entidades Empresariais Privadas";"AM";"Não se aplica";"R$ 864.035,16";
"Legais, Voluntárias e Específicas";"8585 - ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE";"TETO MAC";"Fundo Público";"AM";"BOCA DO ACRE";"R$ 866.467,22";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"SANTA ISABEL DO RIO NEGRO";"R$ 868.962,15";
"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"AM";"JUTAÍ";"R$ 878.289,87";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"SÃO PAULO DE OLIVENÇA";"R$ 880.000,00";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"PARINTINS";"R$ 881.994,25";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"TEFÉ";"R$ 885.630,91";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"SÃO PAULO DE OLIVENÇA";"R$ 888.000,00";
"Legais, Voluntárias e Específicas";"219A - PISO DE ATENCAO PRIMARIA A SAUDE";"Sem informação";"Fundo Público";"AM";"CANUTAMA";"R$ 897.777,26";
"Legais, Voluntárias e Específicas";"214Y - FORTALECIMENTO DO SISTEMA UNIFICADO DE ATENCAO A SANIDADE AGROPECUARIA - SUASA";"Sem informação";"Administração Pública Estadual ou do Distrito Federal";"AM";"Não se aplica";"R$ 898.533,33";
"Legais, Voluntárias e Específicas";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"Sem informação";"Administração Pública Municipal";"AM";"ITACOATIARA";"R$ 900.000,00";
"Legais, Voluntárias e Específicas";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"Sem informação";"Fundo Público";"AM";"BENJAMIN CONSTANT";"R$ 901.193,58";
